GAME_DATE_EST,SEASON,HOME_TEAM_ID,VISITOR_TEAM_ID,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,target
2003-11-20,2003,1610612742,1610612759,0.369,0.8240000000000001,0.2269999999999999,18.0,49.0,0.4429999999999999,0.7140000000000001,0.143,25.0,47.0,1
2003-11-21,2003,1610612739,1610612750,0.413,0.789,0.25,17.0,46.0,0.422,0.938,0.462,19.0,41.0,0
2003-11-21,2003,1610612765,1610612752,0.397,0.784,0.273,17.0,47.0,0.395,0.9,0.231,21.0,39.0,1
2003-11-21,2003,1610612744,1610612748,0.4679999999999999,0.741,0.583,22.0,47.0,0.407,0.76,0.3,20.0,36.0,1
2003-11-21,2003,1610612747,1610612741,0.424,0.75,0.222,22.0,48.0,0.43,0.6,0.417,22.0,45.0,1
2003-11-21,2003,1610612759,1610612737,0.518,0.75,0.5329999999999999,28.0,50.0,0.3379999999999999,0.769,0.125,11.0,41.0,1
2003-11-21,2003,1610612757,1610612745,0.341,0.821,0.375,20.0,44.0,0.429,0.706,0.3329999999999999,18.0,44.0,1
2003-11-21,2003,1610612740,1610612754,0.3670000000000001,0.6,0.364,17.0,47.0,0.392,0.682,0.214,12.0,43.0,0
2003-11-21,2003,1610612758,1610612753,0.529,0.815,0.444,35.0,46.0,0.396,0.875,0.143,14.0,46.0,1
2003-11-21,2003,1610612755,1610612738,0.4479999999999999,0.889,0.429,20.0,40.0,0.387,0.778,0.316,16.0,35.0,1
2003-11-21,2003,1610612760,1610612763,0.457,0.64,0.3329999999999999,21.0,45.0,0.3929999999999999,0.667,0.455,19.0,41.0,0
2003-11-21,2003,1610612743,1610612764,0.473,0.8240000000000001,0.429,38.0,49.0,0.408,0.6579999999999999,0.286,17.0,44.0,1
2003-11-21,2003,1610612762,1610612749,0.467,0.821,0.462,23.0,37.0,0.449,0.828,0.308,19.0,31.0,1
2003-11-22,2003,1610612751,1610612761,0.485,0.765,0.2,22.0,32.0,0.431,0.722,0.462,25.0,33.0,0
2003-11-22,2003,1610612742,1610612743,0.472,0.846,0.529,26.0,43.0,0.389,0.821,0.2,14.0,52.0,1
2003-11-22,2003,1610612756,1610612748,0.535,0.75,0.462,25.0,37.0,0.3779999999999999,0.833,0.353,17.0,41.0,1
2003-11-22,2003,1610612737,1610612739,0.447,0.933,0.2,25.0,45.0,0.33,0.84,0.5710000000000001,21.0,54.0,1
2003-11-22,2003,1610612752,1610612755,0.506,1.0,0.5,26.0,42.0,0.389,0.906,0.5,15.0,35.0,1
2003-11-22,2003,1610612750,1610612746,0.524,0.923,0.3329999999999999,30.0,35.0,0.44,0.9,0.4379999999999999,20.0,38.0,1
2003-11-23,2003,1610612765,1610612740,0.4,0.647,0.313,28.0,54.0,0.348,0.667,0.304,20.0,49.0,0
